用户id,差评,好评,中评
48756,,6,
48757,,5,
48758,,1,
48761,,13,
48762,,1,
48763,,6,
48765,,8,
48766,,28,
48768,,5,1
48769,,1,
48770,,1,
48772,,2,
48779,,2,
48782,,2,
48783,,5,
48785,,4,
48794,,9,
48795,,1,
48797,,2,
48798,,2,
48801,,5,
48802,,2,
48804,,27,
48807,,19,
48814,,1,
48818,,5,
48821,,1,
48827,,4,
48828,,1,1
48832,,1,
48833,,15,
48835,,11,
48836,,1,
48839,,1,
48840,,2,
48842,,2,
48843,,1,
48845,,1,
48848,,2,
48849,,3,
48851,,,1
48852,,6,
48855,,8,
48856,,1,
48858,,1,
48861,,13,
48863,,10,
48867,,15,
48869,,5,
48875,,1,
48876,,14,
48880,,9,
48882,,10,
48887,,11,
48889,,2,
48892,,2,
48895,,4,
48896,,1,
48897,,,1
48898,,2,
48899,,1,
48901,,10,
48902,,8,
48909,,1,2
48910,,2,
48912,,2,
48913,,4,
48921,,6,
48922,,1,
48925,,2,
48931,,1,
48932,,10,
48933,1,2,
48934,,1,
48935,1,1,
48941,,4,
48943,1,6,
48946,,5,
48951,,2,
48952,,47,
48953,,5,
48954,,11,
48956,,5,
48957,,2,
48959,,1,
48961,,1,
48964,,1,
48966,1,3,
48967,,10,
48968,,4,
48972,,1,
48976,,4,
48980,,4,
48981,,1,
48983,,1,
48985,,1,
48986,,1,
48990,,1,
48992,1,,
48994,,4,
48999,,2,
49000,,1,
49007,,2,
49008,,4,
49012,,1,
49013,,1,
49015,,1,
49016,,1,
49017,,4,
49018,,2,
49019,,2,
49021,,1,
49022,,5,
49023,,30,
49026,,5,
49029,,2,
49034,,2,1
49035,,3,
49039,,2,
49042,,9,
49048,,5,
49052,,7,
49053,,8,
49058,,1,
49060,,4,
49063,,4,
49064,,1,
49068,,7,
49069,,1,
49076,,5,
49081,,3,
49082,,11,1
49083,,4,
49086,1,3,
49090,,2,
49098,,3,
49101,,5,
49102,,4,
49103,,12,1
49104,,1,
49106,,1,
49109,,2,
49111,1,16,
49112,,2,
49115,,1,
49117,2,,
49120,,1,
49121,,2,
49124,,3,
49128,,9,
49134,,6,
49136,,8,
49137,,1,
49139,,4,1
49140,,3,
49142,,7,
49145,,2,
49146,,25,
49148,,2,
49150,,2,
49152,,10,
49153,,1,
49157,,9,
49160,2,,
49161,,7,
49165,,2,
49166,,3,
49167,,1,
49169,,1,
49170,,1,
49173,,2,
49174,,2,
49175,,3,
49182,,19,
49183,,14,
49187,,5,
49188,,1,
49190,,1,
49191,,5,
49193,,2,
49199,,12,
49206,2,3,
49207,,2,
49209,,9,
49210,,1,
49211,,1,
49213,,2,
49216,,5,
49217,,9,
49218,,3,
49219,1,,
49220,,12,
49223,,2,
49225,,14,
49227,,5,
49232,,,2
49234,,9,
49235,,2,
49236,,7,
49237,,3,
49238,,2,
49241,,5,
49244,,2,
49245,,1,
49246,,8,
49249,,5,
49251,,11,
49252,,14,
49253,1,,
49257,,1,
49261,,1,1
49262,,3,
49268,,1,
49274,,4,
49275,,1,
49279,,4,
49280,,2,
49281,,6,
49282,,24,
49283,,1,
49285,,19,
49287,,2,
49288,,2,
49289,,6,
49290,,5,
49291,,3,
49292,,1,
49293,,23,
49294,,2,
49295,1,20,
49296,,3,
49299,,1,
49300,,10,
49303,,1,
49307,,13,
49309,,10,
49310,,1,
49311,,3,
49313,,6,1
49315,,14,
49325,1,4,
49327,,,1
49328,1,9,
49330,1,4,1
49332,,6,
49333,,2,
49337,,4,
49340,,1,
49343,,1,
49344,,3,
49345,,1,
49350,,4,
49358,,1,
49361,,19,
49362,,21,
49364,,1,
49365,,1,
49366,,1,
49370,,1,
49372,,3,
49378,,1,
49380,,16,
49384,1,11,
49386,,20,
49387,,13,
49389,,13,
49390,,4,
49391,,6,
49394,,2,
49395,,10,
49396,,1,
49398,,1,
49399,,9,
49402,,1,
49403,,1,
49404,,1,
49407,,3,
49412,,10,
49414,,2,
49424,,4,
49428,,12,
49429,,3,
49437,,7,
49439,,4,
49443,,15,
49445,,5,
49448,,9,
49449,,1,
49451,,16,
49452,,3,
49453,,2,
49454,,1,
49456,,3,
49460,,9,
49463,,4,
49464,,12,
49465,,11,
49467,,4,
49471,,10,
49473,,1,
49476,,3,
49477,,2,
49480,,3,
49482,,1,
49486,,13,
49488,,10,
49489,,1,
49490,,7,
49499,,1,
49500,,13,
49501,,1,
49505,,2,
49506,,10,
49507,,3,
49510,,9,
49511,,7,
49515,,4,
49518,,4,
49522,,1,
49526,,5,
49527,,9,
49529,,2,
49533,,7,
49537,,1,
49539,,1,
49542,,3,1
49543,,5,
49545,,1,
49546,,5,
49547,,5,
49548,,3,
49551,,7,
49554,,7,
49555,,3,
49557,,1,
49561,,12,1
49564,,3,
49568,,9,
49570,,3,
49572,,12,
49574,,7,
49575,,2,
49581,,2,
49582,,12,
49583,,1,
49586,,2,
49591,,3,
49595,,11,
49596,,2,
49597,,1,
49599,,14,
49602,,19,
49604,,4,
49605,,20,
49608,,5,
49611,,2,
49612,,3,
49614,,1,
49619,,3,
49620,,8,
49623,,3,
49625,,2,
49628,,2,
49631,,1,
49633,,3,
49639,,7,
49641,,6,
49645,,1,
49646,,25,
49652,,1,
49654,,3,
49655,,3,
49657,,13,
49660,,1,
49662,,4,
49668,,1,
49670,,1,
49671,,6,
49672,,1,
49673,,1,
49677,,9,
49679,,33,
49680,,2,
49685,,2,
49689,,12,
49690,,2,
49696,,2,
49698,,4,
49702,,1,
49706,,1,
49707,,11,
49709,1,,
49713,,2,
49720,,20,
49724,,1,
49725,,1,
49726,,3,
49727,,14,
49731,,2,
49732,,1,
49735,,2,
49737,1,6,
49739,,2,
49741,,1,
49744,,1,
49745,,3,
49746,,2,
49752,,2,
49753,,1,
49754,1,2,
49756,,3,
49760,,4,
49761,,3,
49767,,2,
49768,,2,
49770,,2,
49772,,1,
49774,,6,
49775,,10,
49777,,1,1
49779,,17,
49781,,4,
49783,,5,1
49787,,3,
49788,,8,
49789,,8,
49793,,3,
49794,,6,
49795,,7,
49798,,2,
49799,,1,
49800,,3,
49803,,17,
49805,,1,
49808,,1,
49809,,4,
49811,,,1
49812,,13,
49813,,1,
49814,,1,
49815,,1,
49817,,3,
49822,,5,
49829,1,39,7
49830,,2,
49833,3,10,
49834,,3,
49835,,3,
49838,,9,
49840,,6,
49848,,5,
49851,,17,
49852,,8,
49853,,3,
49855,,1,
49857,,1,
49858,,2,
49859,,2,
49862,,1,
49868,,17,
49870,,4,
49873,,2,
49874,,1,
49882,,3,
49883,1,6,
49885,,1,
49886,,2,
49889,,1,
49890,2,,
49891,,6,
49892,,9,
49899,,2,
49906,,1,
49908,2,17,5
49909,,2,
49910,1,,
49911,,,3
49912,,2,1
49915,,13,
49916,,3,
49926,,3,
49927,,2,
49933,,4,
49936,,1,
49938,,7,
49940,,2,
49942,,7,
49945,,5,
49946,,2,
49948,,3,
49949,,4,
49950,,2,
49951,,1,
49954,,1,
49955,,5,
49956,,7,
49957,,2,
49959,,1,
49961,,2,
49962,,8,
49964,,6,
49971,,1,
49972,,7,
49976,,2,
49977,1,,
49979,,3,
49980,,1,
49981,,3,
49983,,4,
49985,,8,
49986,,6,
49989,,2,
49991,1,8,
49993,,1,
49994,,1,
49997,,1,
49999,,3,
50000,,1,
50004,,3,
50005,,1,
50007,,6,
50008,,1,
50009,,2,1
50013,,1,
50014,,2,
50015,,9,
50016,,8,
50025,,1,
50026,,1,
50028,,2,
50029,,8,
50031,,4,
50032,,1,
50037,,12,
50038,,1,
50046,,1,
50050,,4,
50053,,,1
50054,,21,
50055,,4,
50056,,1,
50058,,1,
50061,,17,
50064,,2,
50065,,1,
50069,,5,
50070,,3,
50072,,6,
50073,,2,
50074,,14,
50075,,1,
50076,,6,
50077,,3,
50079,,4,
50080,,2,
50085,,2,
50087,,1,
50089,,11,
50090,,4,
50093,,10,
50094,,1,
50095,,2,
50096,,3,
50097,,,5
50099,,2,
50100,,25,
50103,,10,
50108,,1,
50109,2,8,
50114,,6,
50115,,,1
50126,,1,
50127,,2,
50128,,2,
50131,,1,
50132,,5,
50141,,1,
50143,,8,
50144,,1,
50149,,1,
50151,,3,
50156,,3,
50157,,1,
50158,,3,
50159,,7,
50160,,2,
50161,,3,
50166,,9,
50167,,5,
50169,,1,
50172,,2,
50174,,2,
50176,,7,
50177,,3,
50178,1,,
50181,,,1
50182,,12,
50184,,1,
50189,,1,
50191,,3,
50193,,4,
50195,,8,
50197,,28,2
50198,,4,
50199,1,1,
50203,,1,
50204,,2,
50205,,8,
50206,,3,2
50209,,1,
50210,,1,
50211,,11,2
50212,,1,
50213,,5,
50214,,5,
50215,,1,
50216,,1,
50221,,1,
50222,,3,
50224,,9,
50226,,3,
50229,,4,
50230,1,6,
50232,,1,
50240,,5,
50241,,10,
50242,,15,
50247,,6,
50249,,15,
50252,,21,
50254,,14,
50258,,1,
50259,,3,
50263,,,1
50264,,4,
50266,,2,
50268,,5,
50272,,20,4
50274,,10,
50275,,1,
50277,,5,
50280,,2,
50281,,2,
50282,,1,
50284,,9,
50285,,3,
50286,,2,
50287,,1,
50291,,4,
50295,,11,
50296,,17,
50298,,1,
50299,,4,
50302,,4,
50305,,2,
50308,,6,
50310,,3,
50311,,1,
50313,,6,
50316,,1,
50317,,3,
50321,,1,
50323,,1,
50324,,3,
50329,,4,
50332,,7,1
50337,,5,
50339,,11,
50342,,5,
50343,,1,
50345,,13,
50349,,8,
50350,,3,
50352,,25,
50354,,3,
50355,,4,
50357,,2,
50358,,2,1
50359,1,,
50362,,2,
50363,,18,
50365,,3,
50366,,5,
50367,,1,
50369,,1,
50370,,1,
50371,,4,
50373,,1,
50377,,2,
50378,,1,
50381,,6,
50382,,2,
50384,,8,
50387,,2,
50388,,1,
50391,,7,
50401,,12,
50402,,4,
50403,,1,
50406,,4,
50424,,4,
50427,,2,
50428,,6,
50430,,2,
50435,,13,
50436,,2,
50437,,1,
50439,,1,
50442,,8,
50443,,8,
50445,,2,
50447,,3,
50448,,3,
50451,,4,
50454,,13,
50456,,2,
50461,,1,
50463,,5,
50464,,1,
50468,,6,
50469,,,1
50475,,2,
50478,,10,
50480,,3,
50481,,1,
50483,,2,
50484,,3,
50485,2,7,
50488,,8,
50490,,2,
50493,,4,
50497,,5,
50499,2,2,
50501,,1,
50502,,1,
50504,,28,
50506,1,,
50510,,5,
50515,,1,
50517,,2,
50520,,7,
50522,1,1,
50526,,4,
50527,,1,
50528,,1,
50530,,1,1
50533,,1,
50534,1,,
50536,,1,
50537,,1,
50538,,20,
50539,,9,
50541,,5,
50545,,9,
50546,,2,
50547,,1,
50549,,1,
50550,,11,
50555,,1,
50556,,2,
50557,,1,
50558,,12,
50562,,15,
50566,1,7,
50567,,1,
50569,,5,1
50571,,16,
50573,,2,
50577,1,,
50578,,1,
50581,,2,
50588,,24,
50589,,2,
50590,,5,
50598,,5,
50603,,3,
50605,,32,
50608,,1,
50610,,7,
50611,,13,
50612,,2,
50615,,1,
50617,,1,1
50618,,2,
50624,,4,
50626,,7,
50630,,3,
50631,,2,
50635,,4,
50636,,13,
50640,,9,1
50641,,1,
50643,2,10,4
50645,,3,
50646,,4,
50647,,1,
50649,,3,
50653,,1,
50654,1,4,2
50655,,6,
50658,,3,
50661,2,19,1
50665,,1,
50668,,1,
50669,,2,
50675,,3,
50676,,26,
50678,,2,
50679,,9,
50680,,5,
50682,,7,
50687,,23,
50688,,5,
50690,,5,2
50700,,2,
50701,,3,
50704,,3,
50705,,3,
50706,,1,
50709,1,9,
50713,,1,
50716,,5,
50721,,1,
50723,,1,
50728,,1,
50729,,3,
50731,,1,
50733,,2,
50735,,10,
50736,,2,
50737,,2,
50738,,5,
50740,,3,
50741,,3,
50742,,4,
50746,,6,
50750,1,,
50752,,21,
50753,,12,
50756,,3,
50757,1,,
50758,,1,
50764,,1,
50765,,7,
50767,,2,
50771,,9,
50775,,6,
50779,,2,
50781,,9,1
50782,,1,
50783,1,2,
50784,,1,
50786,1,5,1
50789,,5,1
50792,,5,
50793,,5,
50797,,1,
50799,,15,
50801,,12,1
50802,,6,
50803,,2,
50804,,1,
50806,,22,
50807,,13,
50809,,1,
50810,,2,
50811,,2,
50812,,1,
50817,,1,
50819,,2,
50820,,3,
50826,,1,
50830,,5,
50836,,1,
50838,,13,
50840,,7,
50841,,2,
50844,,2,
50846,,1,
50848,,4,
50850,,4,
50855,,2,
50856,,3,
50858,,1,
50859,,11,
50861,,2,
50864,,1,
50865,,5,
50869,,1,
50871,,9,
50875,,1,
50878,,16,1
50879,,17,
50882,,8,
50883,,27,
50884,,2,
50888,2,11,
50889,,1,
50890,,3,
50891,1,25,
50899,,1,
50902,,2,
50903,,6,
50904,,4,
50906,,3,
50910,1,,
50912,,3,
50917,,2,
50919,,9,
50920,,4,
50921,,2,
50922,,14,
50923,,2,
50925,,1,
50927,,1,
50928,,6,
50929,,2,
50931,,9,
50940,,3,
50944,,8,
50946,1,,
50947,,1,
50948,,1,
50949,,7,
50950,,17,
50954,,7,
50955,,4,
50959,,3,
50961,,1,
50963,,8,7
50965,,2,
50966,,14,
50968,,1,
50971,,1,
50976,,4,
50978,,7,
50979,,11,
50981,,14,
50984,,4,
50985,,1,
50987,,4,
50988,,4,
50993,,2,
50995,,21,
50997,,1,
50998,,3,
51000,,4,
51001,,3,
51003,1,1,1
51007,,1,
51011,,4,
51013,,3,1
51015,,1,
51017,,3,
51022,,3,
51023,,5,
51024,,2,
51025,,2,
51027,,1,
51034,,1,
51041,,7,
51042,,8,
51043,,2,
51046,,1,
51048,,1,
51050,,3,1
51054,,10,
51056,,2,
51057,1,18,
51060,,4,
51062,1,3,
51065,,6,
51069,,3,
51071,,1,
51074,,1,
51080,,3,
51086,,2,
51087,,5,
51089,,8,
51090,,5,
51091,,6,
51093,,1,
51094,,23,
51095,,16,
51096,,1,
51099,,2,
51101,,2,
51103,,6,
51108,,1,
51109,,1,
51111,,17,3
51112,,2,
51115,,2,
51116,,1,
51117,,1,
51122,,3,
51124,,4,
51131,,1,
51140,,9,2
51142,,1,
51145,,10,
51147,,4,
51149,,1,
51150,,16,
51151,,4,
51153,,1,
51154,,10,
51156,,1,
51157,2,11,1
51159,,1,
51162,,10,
51163,,1,
51167,,8,
51168,,2,
51169,,5,
51170,,1,
51171,,7,
51173,,37,
51175,,1,
51177,,3,
51178,,1,
51179,,1,
51180,,4,
51183,,7,
51185,,1,
51188,,1,
51190,,2,
51191,,1,
51192,,1,2
51193,1,,
51195,,4,1
51202,,1,
51205,,3,
51208,,5,
51213,,6,
51214,,1,
51220,,3,
51221,,1,
51223,,2,
51224,,1,
51227,,9,
51228,,4,
51231,,2,
51233,,1,
51234,,6,
51236,,10,
51237,,2,
51238,,1,
51245,,1,
51246,,21,2
51254,,7,
51255,,2,
51257,,1,
51259,,4,
51265,,3,2
51266,,4,
51267,,1,
51271,,5,
51274,,12,
51280,,4,
51281,,13,
51282,2,13,3
51283,,1,
51284,,3,
51286,,8,
51289,,1,
51290,,1,
51291,1,7,
51292,,1,
51296,,2,
51298,,5,
51299,,3,2
51300,,5,
51301,,1,
51304,,5,
51307,,21,
51311,,3,
51314,,1,
51315,,1,
51316,,4,
51321,,1,
51322,,8,
51323,,1,
51326,,4,
51327,,6,
51328,,3,
51329,,1,
51335,,1,
51336,,5,
51338,,7,
51340,,2,
51343,,2,
51344,,4,
51348,,1,
51349,,1,
51350,,13,
51351,,7,
51352,,2,
51353,,2,
51354,,7,
51355,,1,
51356,,1,
51362,,1,
51364,,1,
51366,,1,
51367,,1,
51368,,1,
51370,1,5,
51373,,,1
51374,,7,
51375,,3,
51377,,1,
51379,,4,
51384,,2,
51387,,5,
51388,,6,
51395,,9,1
51397,,13,
51401,,1,
51402,,2,
51406,,10,
51407,,2,
51409,,5,
51412,,3,
51413,,1,
51415,,3,
51417,,3,
51420,,4,
51421,,4,
51424,,24,
51426,,2,
51427,,9,
51429,,2,1
51430,1,,
51432,,1,
51434,,26,
51435,,2,
51436,,3,
51438,,3,
51439,,3,
51442,,1,
51444,,5,
51447,2,1,
51448,,47,1
51449,,3,
51450,,4,
51451,,12,
51453,,10,1
51455,,1,
51457,,2,
51458,,3,
51460,,1,
51463,,2,
51464,,2,
51465,,16,
51467,1,1,
51468,,1,
51471,1,13,
51483,1,9,
51484,,5,
51485,,1,
51486,,1,
51487,,14,
51490,,3,
51492,,1,
51495,,8,
51498,,43,
51499,,2,
51501,,4,
51502,,3,
51506,,5,
51507,,2,
51508,,2,
51509,,5,
51510,,4,
51511,,5,
51520,,2,
51521,,1,
51522,,2,
51523,,23,
51524,,1,
51526,,5,
51528,,1,
51529,,1,
51530,,9,
51532,,1,
51536,,5,
51539,,4,
51542,,2,
51543,,2,
51545,,6,
51546,,2,
51547,1,,
51548,,2,
51551,1,,
51552,,11,
51553,,2,
51556,,1,
51560,,2,
51564,,1,
51568,,5,
51569,,20,
51571,,1,
51572,,1,
51575,,4,
51583,,5,
51584,,5,
51585,,13,
51587,,1,
51593,,10,1
51594,,2,
51595,,,2
51600,,10,
51601,,1,
51607,,19,
51609,,4,
51610,1,2,
51611,,5,
51614,,21,
51619,,1,
51620,,9,
51622,,2,
51624,,1,
51625,,3,
51627,,1,
51630,,2,
51631,,1,
51633,,2,
51634,,1,
51635,,7,
51636,,1,
51637,,1,
51638,,2,
51639,,1,
51641,2,16,4
51642,,6,
51644,,2,
51646,,5,1
51648,,4,
51649,,12,
51650,,5,
51651,,4,
51653,,2,
51654,,13,
51657,,9,
51658,,1,
51659,,1,
51660,,1,
51663,,1,
51665,,12,
51667,,5,
51668,,21,
51671,,6,
51672,,20,
51673,,11,
51675,,1,
51679,,1,
51681,,1,
51683,,25,
51685,,2,
51691,,1,
51694,,3,
51696,,8,
51699,,1,
51701,,14,
51703,,1,
51704,,4,
51705,,1,
51706,,1,
51708,,1,
51709,,1,
51710,,,1
51711,,2,
51712,,15,
51714,,4,
51716,,1,
51719,,1,3
51720,,2,
51725,,18,
51728,,1,
51729,,1,
51731,,4,
51735,,2,
51736,,5,
51737,,1,
51740,,5,
51744,,3,
51746,,1,
51747,,1,
51752,,6,
51756,,11,
51757,,2,
51760,1,9,
51761,,7,
51763,,3,
51765,,2,
51766,,1,
51767,,8,
51768,,13,
51769,,7,
51770,,2,
51773,,2,
51776,,7,
51782,,2,
51784,,5,
51785,,3,
51786,,2,
51787,1,6,
51788,,15,
51789,,6,
51790,,5,
51792,,5,
51794,,2,
51797,,1,
51798,,1,
51805,,1,
51808,,8,
51814,,3,
51821,,1,
51828,,4,
51831,,4,
51832,,7,
51833,,1,
51834,,9,
51837,,6,
51839,,3,
51840,,8,
51841,,4,
51842,,6,
51843,,2,
51844,,3,
51847,,1,
51851,,3,
51852,,11,
51855,,11,
51856,,1,
51861,,2,
51862,,10,
51865,,1,1
51866,,6,
51867,,2,
51868,,11,
51870,,1,
51874,,3,
51876,,15,
51877,,4,
51880,,3,
51881,,1,
51890,,2,
51891,,1,
51895,,4,
51896,,4,
51898,1,,
51899,,5,
51901,,1,
51902,,9,
51904,,5,
51905,,1,
51906,,4,
51908,,1,
51910,,4,
51912,,8,
51914,,1,
51919,,1,
51921,,,1
51926,,5,
51927,,12,1
51935,,10,2
51936,,1,
51938,,1,
51939,,2,
51942,,4,
51943,,7,
51944,,8,
51945,,1,
51946,,3,
51947,,6,
51948,,3,
51951,,8,
51954,,2,
51955,,2,
51957,,4,
51958,,12,
51968,,1,1
51970,,2,
51972,,2,
51977,,1,
51982,,1,
51986,,1,
51989,,2,
51993,,2,
51999,,1,
52000,,2,
52002,,3,
52005,,4,
52007,,1,
52009,,8,
52011,,8,
52012,,2,
52016,,18,
52017,,4,
52018,,2,
52019,,3,
52022,,5,
52027,,14,
52029,,16,
52033,,3,
52035,,4,
52037,,5,
52040,,2,
52044,,10,
52053,,1,
52056,,3,
52057,,1,
52058,,2,
52059,,,1
52060,,24,
52062,,3,1
52066,,1,
52067,,3,
52068,,2,
52069,,1,
52072,,1,
52073,,2,
52075,,1,
52077,,2,
52080,,7,
52081,,1,
52083,,3,
52088,,4,
52091,,1,
52093,,3,
52094,,24,
52100,,17,
52102,,3,
52104,,6,
52109,,1,
52112,,1,
52113,,3,
52115,,1,
52118,,1,
52119,,6,
52120,,2,
52122,,2,
52123,,2,
52128,,1,
52132,,1,
52135,,1,
52136,,2,
52138,,30,
52139,,1,
52140,,1,
52141,,1,
52146,,5,
52147,1,7,
52149,,5,
52152,,34,
52153,,10,
52156,,2,
52160,,8,1
52163,,2,
52165,,1,
52167,,1,
52168,,9,
52169,,5,
52170,1,6,
52176,,2,
52182,,5,
52185,,2,1
52186,,10,
52187,,1,
52188,,3,
52191,,1,
52192,,2,
52194,,1,
52198,,5,
52199,,1,
52200,,3,
52203,,5,
52204,,13,3
52206,2,1,1
52207,,2,
52208,,12,
52209,,5,1
52211,,7,
52213,,2,
52215,,3,
52219,,1,
52221,,1,
52226,,20,
52227,,4,
52228,,6,
52229,1,,1
52230,,1,
52231,,6,2
52235,,2,
52236,,1,
52237,,1,
52238,,3,
52239,,2,
52240,,3,
52241,,1,
52247,,1,
52249,,1,
52251,,3,
52257,,9,
52261,,3,
52267,,2,
52268,,39,
52269,,3,
52274,,1,
52277,,2,
52281,,5,
52282,,2,
52287,,1,
52289,,7,
52290,,13,
52293,,4,
52295,,19,
52298,,4,
52301,,2,
52302,,3,
52304,,5,
52306,,1,
52307,,1,
52308,,1,
52309,,3,
52315,,8,
52316,,1,
52322,,21,
52324,,3,
52325,,4,
52326,,5,
52328,,1,
52331,,1,
52335,,2,
52338,,10,
52344,,16,
52346,,14,
52351,,10,
52352,,3,
52354,,7,
52359,,4,
52360,,1,
52372,,3,
52375,,3,
52378,,3,
52379,,2,
52380,,3,
52382,,2,
52392,,2,
52397,,1,
52399,,4,
52400,,1,
52401,,7,
52402,,6,
52403,,9,
52404,,6,
52405,,1,
52410,,6,
52411,,1,
52412,,6,1
52413,,8,
52414,,6,
52415,,1,
52418,,2,
52419,,5,
52421,,6,
52422,,1,
52423,,10,
52425,,2,
52426,,2,
52428,,2,
52429,,2,
52430,,9,
52435,,1,
52436,,2,
52442,,13,
52444,,2,
52448,1,,
52449,,1,
52450,,9,
52453,,8,1
52459,,1,
52466,,5,
52476,,1,
52484,,1,
52485,,30,
52489,,6,
52490,,5,
52491,,2,
52492,,4,
52494,,1,
52496,,6,
52498,,1,
52501,,13,
52503,,23,
52504,,8,
52507,,1,
52508,,37,
52510,,1,
52511,,2,
52517,,4,
52519,,3,
52526,1,7,
52529,,2,
52530,1,2,
52531,,1,
52534,,7,
52537,,5,
52538,,10,
52542,,5,
52545,,3,
52546,,14,
52554,,7,1
52555,,1,
52557,1,7,
52558,,4,
52559,,2,
52560,,12,
52563,,1,
52565,,1,
52569,,2,
52570,,1,
52571,,1,
52573,,3,
52575,,1,
52578,,14,
52579,,4,
52581,1,3,
52582,,8,
52583,,2,
52585,,7,
52586,,1,
52588,,1,
52590,,5,
52591,,29,
52594,,2,
52595,,1,
52596,,1,
52597,,1,
52599,,3,
52600,,3,
52605,,6,
52606,,1,
52607,,4,1
52608,,2,
52609,,11,
52612,,4,
52613,,2,
52614,,4,
52618,,1,
52621,,1,
52624,,2,
52625,,2,
52626,,3,
52632,,31,
52635,,4,
52636,,2,
52638,,1,
52640,,1,
52642,,7,
52644,,5,
52649,,1,
52650,,3,
52652,,3,
52653,,13,
52654,,9,
52655,,1,
52656,,1,
52660,,2,
52665,,13,
52668,,5,
52681,,2,
52685,,1,
52686,,3,
52689,,20,
52690,,3,
52691,,10,
52693,,6,
52694,,7,
52696,,4,
52697,,3,
52698,,2,
52700,,7,
52701,,8,
52703,,1,
52704,,1,
52706,,2,
52707,,2,
52709,,1,
52710,,2,
52715,,1,
52719,,26,
52725,,2,
52726,,9,
52734,1,1,
52736,,1,
52737,,1,
52740,,3,
52743,,1,
52744,,8,
52757,,17,
52763,,1,
52764,,1,
52768,,1,
52773,,8,
52774,,4,
52775,,2,
52779,,2,
52780,,4,
52782,,11,
52789,,14,1
52791,,8,
52792,,22,
52793,,1,
52795,,1,
52796,,1,
52799,,3,
52801,,16,
52802,,22,
52803,,2,
52806,,4,
52808,,11,
52811,,,1
52812,,3,
52813,,3,
52815,,8,
52820,,2,
52823,,3,
52826,,2,
52831,,1,
52835,,1,
52837,,20,
52838,,5,1
52839,,7,
52840,,1,1
52841,,8,
52845,,5,
52849,,1,
52850,,2,
52852,,7,
52853,,3,
52856,,1,
52857,,5,
52858,,2,
52863,,2,
52864,,7,
52867,,1,
52868,1,18,
52869,,1,
52872,,10,
52873,,1,
52874,,5,
52875,,17,
52876,,1,
52879,,1,
52882,,21,
52889,,3,
52890,,5,
52892,,1,
52896,,7,
52897,,1,
52898,,14,
52899,,4,
52901,,5,
52902,,13,
52903,,3,
52906,,2,
52913,,13,
52914,,13,
52919,,12,
52922,,4,
52926,,1,
52928,,31,
52929,,1,
52930,,4,
52932,,4,
52934,,7,
52938,,1,
52945,,6,
52946,,3,
52947,,2,
52948,,11,
52950,,5,1
52952,,1,
52955,,2,
52956,,1,
52957,2,,1
52958,,3,
52960,,5,
52962,,7,
52965,,3,
52967,,4,
52968,,3,
52969,,17,
52974,,1,
52976,,7,
52977,,9,
52979,,1,
52980,,16,
52983,,18,
52984,,1,
52985,,6,
52986,,1,
52987,,7,
52988,,1,
52989,,1,
52990,,1,
52994,,4,
52996,,2,
52997,,3,
53002,1,,
53003,1,2,2
53005,,1,
53006,,2,
53009,,14,
53010,,6,
53013,,2,
53021,,5,
53024,,1,
53025,,1,
53027,,1,
53028,,10,
53029,,1,
53033,,1,
53034,,14,
53035,,4,
53037,,3,
53040,,4,
53043,,5,
53045,,1,
53048,,7,
53050,,35,
53051,,4,
53054,,2,
53057,,6,
53059,,2,
53060,,1,
53061,,2,
53062,,2,
53064,,3,
53066,,7,
53071,,2,
53072,,3,
53073,,1,
53075,,1,
53077,,5,
53081,,1,
53082,,3,
53084,,1,
53093,,1,
53099,,3,
53102,,,3
53104,,4,
53105,,3,
53106,,1,
53107,,3,
53108,,18,
53109,,3,
53111,,5,
53112,,4,
53113,,2,
53114,,11,
53117,,3,
53119,,2,
53120,1,28,
53121,,1,
53122,,1,
53124,,5,
53127,,1,
53128,,1,
53129,,2,2
53135,,1,
53141,,20,
53147,,1,
53149,,3,
53151,,6,
53153,,1,
53156,,9,
53157,,2,
53161,,6,
53162,,5,
53163,,1,
53167,,8,
53168,,4,
53174,,1,
53180,,1,
53183,,6,
53184,,2,
53189,,11,
53191,,1,
53192,,1,
53193,,1,
53195,,2,
53201,1,17,
53204,,7,
53207,,3,
53208,,1,
53209,,1,
53213,,29,
53215,,4,
53219,,1,
53221,,9,
53223,,22,
53230,,5,
53233,,16,
53234,,7,
53235,,23,
53236,,3,
53241,,2,
53242,,7,
53245,,1,
53250,,1,1
53252,,8,
53253,1,,
53254,,6,
53257,,3,
53259,,14,
53260,,1,
53261,,7,
53263,,10,
53264,,3,
53265,,1,
53266,,108,
53267,,2,
53268,,1,
53270,,7,
53271,1,20,
53276,,8,
53281,,2,
53282,,1,
53287,,2,
53288,,5,
53289,,3,
53291,,15,
53292,1,,
53294,,4,
53295,1,2,
53300,,3,
53302,,3,
53304,,4,
53305,1,,
53307,,1,
53308,,4,
53313,,,1
53316,,75,
53318,,7,
53320,,8,
53323,,1,
53325,,3,
53328,,2,1
53330,,1,
53336,,1,
53337,,1,
53339,,5,
53342,,17,
53343,,1,
53344,,28,
53347,,5,
53349,,4,
53353,,20,
53355,,2,
53357,,3,
53361,,2,
53363,,3,
53364,,4,
53366,,6,
53367,,4,
53369,,14,
53370,,7,
53372,,5,
53374,,6,
53376,,6,
53380,,5,
53381,,6,
53382,,4,
