买家会员名,收货地址,买家实际支付金额,宝贝种类,宝贝总数量,购买数量,儿童/小学生_购买数量,幼儿_购买数量,幼儿/儿童_购买数量,幼儿/儿童/小学生_购买数量,新生儿_购买数量,新生儿/幼儿_购买数量,新生儿/幼儿/儿童_购买数量,新生儿/幼儿/儿童/小学生_购买数量,购买次数
17,河北省,30.29,5,5,0,0,0,1,4,0,0,0,0,1
170,上海,42.87,7,7,0,0,0,3,3,0,0,1,0,1
1700,广东省,20.8,1,2,0,0,0,2,0,0,0,0,0,1
1701,山东省,39.5,1,5,0,0,0,0,5,0,0,0,0,1
1702,广东省,84.7,10,43,0,2,0,0,41,0,0,0,0,1
1703,安徽省,299,33,161,0,0,0,53,92,0,0,0,0,1
1704,海南省,186.75,1,75,0,0,0,75,0,0,0,0,0,1
1705,广西壮族自治区,66.08,10,25,0,5,0,0,20,0,0,0,0,1
1706,上海,22.08,4,5,0,0,1,2,2,0,0,0,0,1
1707,江西省,20.6,1,4,0,0,0,0,4,0,0,0,0,1
1708,广东省,12.98,1,2,0,0,0,2,0,0,0,0,0,1
1709,北京,31.57,7,7,2,0,0,2,1,0,0,0,0,1
171,北京,53.7,1,30,0,0,0,30,0,0,0,0,0,1
1710,辽宁省,104.36,17,55,0,0,0,0,20,0,0,0,0,2
1711,山西省,58,3,14,0,0,0,10,4,0,0,0,0,1
1712,四川省,31.16,7,7,0,0,1,1,0,1,2,0,0,1
1713,浙江省,21.19,2,2,0,0,0,0,0,0,0,0,0,1
1714,广东省,17.9,1,10,0,0,0,10,0,0,0,0,0,1
1715,浙江省,57.83,15,19,0,1,1,5,9,0,0,2,0,1
1716,山东省,72.98,6,44,0,12,0,0,32,0,0,0,0,2
1717,江西省,408.56,23,213,0,12,0,103,51,8,10,18,0,3
1718,山东省,50.99,10,12,0,0,0,1,6,0,0,0,0,1
1719,广东省,25.8,2,2,0,0,0,2,0,0,0,0,0,2
172,河北省,68.5,2,5,0,5,0,0,0,0,0,0,0,1
1720,贵州省,24.6,1,4,0,0,0,0,4,0,0,0,0,1
1721,山东省,12.8,1,2,0,0,0,0,2,0,0,0,0,1
1722,广东省,28.74,4,4,0,0,0,1,3,0,0,0,0,1
1723,广东省,29.53,11,11,0,0,0,5,3,0,1,0,0,1
1724,山东省,54.69,1,12,0,0,0,0,12,0,0,0,0,1
1725,湖北省,20.8,1,2,0,0,0,2,0,0,0,0,0,1
1726,湖北省,174.48,9,20,0,5,0,3,12,0,0,0,0,1
1727,上海,62.72,11,14,0,0,0,8,5,0,1,0,0,1
1728,云南省,83,1,20,0,0,0,20,0,0,0,0,0,1
1729,广东省,57.4,2,6,0,0,0,6,0,0,0,0,0,2
173,广东省,20.6,1,4,0,0,0,0,4,0,0,0,0,1
1730,海南省,344.1,2,104,0,0,0,0,104,0,0,0,0,2
1731,内蒙古自治区,15.69,1,1,0,0,0,1,0,0,0,0,0,1
1732,福建省,470,1,100,0,0,0,100,0,0,0,0,0,1
1733,吉林省,44.9,1,10,0,0,0,10,0,0,0,0,0,1
1734,江苏省,22.47,5,5,0,0,0,4,1,0,0,0,0,1
1735,广东省,30.3,3,4,2,0,0,1,1,0,0,0,0,1
1736,重庆,203.52,35,85,0,1,27,26,25,0,2,0,0,3
1737,河南省,30.35,1,15,0,0,0,15,0,0,0,0,0,1
1738,黑龙江省,58.4,10,124,100,0,0,3,16,0,0,5,0,1
1739,广东省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
174,广西壮族自治区,35.68,5,5,0,0,0,1,2,0,1,0,0,1
1740,湖北省,38.84,9,9,1,1,0,3,4,0,0,0,0,1
1741,河南省,234,2,10,0,5,0,0,0,0,0,0,0,2
1742,广东省,28.47,6,11,5,0,0,1,4,0,0,0,0,1
1743,湖北省,55.6,1,40,0,0,0,0,40,0,0,0,0,1
1744,江西省,83.11,10,23,10,0,0,4,6,0,0,3,0,1
1745,广东省,16.8,1,2,0,0,0,0,2,0,0,0,0,1
1746,广东省,53.01,5,15,0,0,0,5,4,0,0,0,0,1
1747,河南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1748,浙江省,45.98,2,2,0,0,0,0,2,0,0,0,0,1
1749,河南省,19.66,1,5,0,0,0,0,5,0,0,0,0,1
175,广东省,48.43,6,9,2,0,0,5,1,0,0,1,0,1
1750,云南省,318,1,200,0,0,200,0,0,0,0,0,0,1
1751,山西省,14.87,3,3,0,0,0,1,0,0,1,0,0,1
1752,湖北省,248.46,25,81,0,0,0,39,42,0,0,0,0,1
1753,黑龙江省,211.2,9,28,0,0,0,0,21,0,0,0,0,3
1754,福建省,15.47,1,3,0,0,0,0,3,0,0,0,0,1
1755,安徽省,245,1,500,0,0,0,0,500,0,0,0,0,1
1756,辽宁省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1757,吉林省,19.95,1,5,0,0,0,0,5,0,0,0,0,1
1758,江苏省,59,1,10,0,0,0,0,10,0,0,0,0,1
1759,安徽省,40.87,2,13,0,0,0,0,13,0,0,0,0,1
176,贵州省,22.56,4,4,0,0,0,0,4,0,0,0,0,1
1760,重庆,51.1,2,9,0,0,0,0,9,0,0,0,0,2
1761,江苏省,107.4,4,28,15,0,0,0,13,0,0,0,0,1
1762,江苏省,119.6,1,4,0,0,0,0,0,0,0,0,0,1
1763,河南省,57.26,12,12,0,1,0,5,5,0,0,1,0,1
1764,北京,112.75,10,23,0,0,2,11,2,0,0,0,0,1
1765,上海,672.4,34,148,0,9,0,25,114,0,0,0,0,2
1766,四川省,69.5,1,5,0,5,0,0,0,0,0,0,0,1
1767,四川省,58,1,20,0,20,0,0,0,0,0,0,0,1
1768,河南省,132.31,25,66,0,0,0,0,66,0,0,0,0,1
1769,湖北省,145.54,10,32,0,0,0,9,22,0,0,0,0,1
177,福建省,184.85,18,25,0,0,2,13,10,0,0,0,0,1
1770,广东省,32.56,1,4,0,0,0,0,4,0,0,0,0,1
1771,天津,72.1,3,9,0,0,0,4,5,0,0,0,0,1
1772,河南省,127.95,10,23,0,0,0,2,15,0,0,0,0,2
1773,广东省,628,3,400,0,0,0,40,360,0,0,0,0,1
1774,云南省,24.9,1,1,0,0,0,0,1,0,0,0,0,1
1775,上海,34.4,1,4,0,0,0,0,4,0,0,0,0,1
1776,河北省,173.46,2,300,0,0,0,0,300,0,0,0,0,2
1777,河南省,88.8,5,10,0,0,0,10,0,0,0,0,0,2
1778,广东省,54.72,10,10,1,0,0,1,7,0,0,0,0,2
1779,山东省,34.9,1,1,0,0,0,0,0,0,0,0,0,1
178,山西省,32.9,1,1,0,0,0,0,1,0,0,0,0,1
1780,黑龙江省,82.7,3,13,0,0,0,0,13,0,0,0,0,2
1781,广东省,91.26,12,65,0,0,0,24,38,0,0,0,0,1
1782,北京,782,37,221,46,10,0,56,103,0,0,5,0,7
1783,河北省,33.05,1,18,0,0,0,0,18,0,0,0,0,1
1784,河南省,12.45,1,5,0,0,0,0,5,0,0,0,0,1
1785,安徽省,12.75,1,1,0,0,0,1,0,0,0,0,0,1
1786,江西省,13.78,2,2,0,0,0,0,2,0,0,0,0,1
1787,海南省,31.07,6,6,0,0,0,1,5,0,0,0,0,1
1788,广西壮族自治区,27.25,6,6,0,0,0,2,1,0,1,0,0,1
1789,贵州省,10.07,1,3,0,0,3,0,0,0,0,0,0,1
179,重庆,34.48,7,14,0,2,0,4,8,0,0,0,0,1
1790,上海,96.63,11,38,6,0,0,4,7,0,10,0,0,1
1791,山西省,105.2,4,30,0,15,0,0,15,0,0,0,0,1
1792,广东省,56.31,10,26,0,0,0,19,7,0,0,0,0,1
1793,广东省,23.65,5,6,0,0,0,0,2,0,0,0,1,1
1794,海南省,56.6,13,14,0,0,0,4,10,0,0,0,0,1
1795,山东省,30.29,6,7,0,2,0,4,1,0,0,0,0,1
1796,浙江省,64.44,1,36,0,0,0,0,36,0,0,0,0,1
1797,广东省,60.83,12,13,2,0,0,2,8,0,1,0,0,1
1798,湖北省,46.7,1,30,0,0,0,0,30,0,0,0,0,1
1799,广西壮族自治区,164.9,4,21,0,0,0,6,9,0,0,6,0,1
18,江苏省,20.7,3,3,0,0,0,0,3,0,0,0,0,1
180,广东省,59.25,10,10,0,0,0,5,5,0,0,0,0,1
1800,广东省,12.75,1,1,0,0,0,1,0,0,0,0,0,1
1801,山东省,75.6,2,14,0,0,0,0,14,0,0,0,0,2
1802,广东省,84.81,6,27,0,5,0,5,17,0,0,0,0,1
1803,广东省,241.12,33,89,10,1,0,7,30,0,11,0,0,2
1804,福建省,32.63,3,9,0,0,0,4,0,0,0,0,0,1
1805,贵州省,121.53,12,50,0,10,0,28,2,0,4,3,0,1
1806,广东省,23.96,6,14,10,0,0,2,1,0,1,0,0,1
1807,浙江省,56.4,5,16,10,1,0,0,5,0,0,0,0,1
1808,广东省,13.9,1,1,0,0,0,0,1,0,0,0,0,1
1809,江西省,24.09,3,4,0,0,0,2,2,0,0,0,0,1
181,福建省,7.41,1,1,0,1,0,0,0,0,0,0,0,1
1810,四川省,9.99,1,1,0,1,0,0,0,0,0,0,0,1
1811,安徽省,120.9,17,72,10,0,0,0,59,0,0,0,0,1
1812,广东省,76.22,15,19,0,0,0,8,6,0,0,0,1,1
1813,黑龙江省,28.4,1,6,0,0,0,0,6,0,0,0,0,1
1814,湖北省,290,6,200,0,0,0,0,0,0,0,0,0,1
1815,河北省,67.7,4,30,0,0,0,10,0,0,20,0,0,1
1816,广东省,156.98,14,39,0,0,0,12,27,0,0,0,0,2
1817,山东省,43.45,8,18,0,0,0,1,17,0,0,0,0,1
1818,河北省,98.45,1,55,0,0,0,55,0,0,0,0,0,1
1819,上海,20.8,2,2,0,0,0,2,0,0,0,0,0,1
182,广东省,76.5,1,50,0,0,0,0,50,0,0,0,0,1
1820,四川省,354.14,36,104,0,0,0,28,69,0,4,3,0,3
1821,河北省,55,1,40,0,0,0,0,40,0,0,0,0,1
1822,福建省,55.36,10,14,5,1,2,2,4,0,0,0,0,1
1823,福建省,44.67,18,116,100,0,0,10,6,0,0,0,0,1
1824,安徽省,98,1,20,0,0,0,0,20,0,0,0,0,1
1825,广东省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1826,江苏省,38.8,4,20,0,0,0,0,0,0,0,0,0,1
1827,福建省,29.95,1,5,0,5,0,0,0,0,0,0,0,1
1828,浙江省,33.55,4,12,0,0,0,6,6,0,0,0,0,1
1829,贵州省,12.75,1,1,0,0,0,1,0,0,0,0,0,1
183,广东省,59.34,5,5,0,0,1,0,4,0,0,0,0,1
1830,山东省,34.9,2,10,0,0,0,10,0,0,0,0,0,1
1831,山西省,31.8,2,2,0,0,0,0,1,0,0,0,0,1
1832,山东省,100.1,3,19,0,10,0,9,0,0,0,0,0,1
1833,江西省,57.57,10,10,0,0,0,1,8,0,0,0,0,1
1834,陕西省,14.9,1,1,0,0,0,0,1,0,0,0,0,1
1835,山东省,34.9,1,1,0,0,0,0,1,0,0,0,0,1
1836,河南省,20.8,2,2,0,0,0,2,0,0,0,0,0,1
1837,安徽省,121.75,5,27,0,0,0,0,22,0,0,0,0,1
1838,四川省,164.31,6,25,0,0,0,0,25,0,0,0,0,2
1839,北京,86.03,10,31,0,5,0,0,23,0,3,0,0,1
184,安徽省,540,3,600,0,0,0,0,600,0,0,0,0,1
1840,云南省,38.3,2,7,0,0,0,0,7,0,0,0,0,1
1841,贵州省,54,1,10,0,0,0,0,10,0,0,0,0,1
1842,黑龙江省,63.2,1,8,0,0,0,8,0,0,0,0,0,1
1843,黑龙江省,59.7,2,13,0,0,0,0,13,0,0,0,0,2
1844,内蒙古自治区,106.4,2,16,0,0,0,0,16,0,0,0,0,1
1845,河北省,181.42,12,72,0,0,0,8,64,0,0,0,0,1
1846,浙江省,34.7,1,30,0,0,0,0,30,0,0,0,0,1
1847,江苏省,332.09,15,95,0,0,5,4,82,0,0,0,0,1
1848,江苏省,24.67,1,1,0,0,0,0,1,0,0,0,0,1
1849,广东省,36.8,1,2,0,0,0,0,2,0,0,0,0,1
185,北京,17.65,1,1,0,0,0,0,0,0,0,0,0,1
1850,江苏省,50.08,1,10,0,0,0,0,10,0,0,0,0,1
1851,湖南省,38.14,2,2,0,0,0,0,2,0,0,0,0,1
1852,山东省,58.35,15,25,2,0,0,1,21,0,1,0,0,1
1853,湖北省,16.89,2,2,0,0,0,0,1,0,0,0,0,1
1854,广东省,44.35,5,15,0,0,0,0,15,0,0,0,0,1
1855,福建省,19.87,3,5,0,0,0,4,0,0,0,0,0,1
1856,天津,296.54,32,80,0,2,0,7,61,0,0,2,0,2
1857,山东省,13.65,3,5,0,0,1,0,4,0,0,0,0,1
1858,广西壮族自治区,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1859,福建省,59.28,5,36,0,4,0,0,32,0,0,0,0,1
186,山东省,90,4,35,0,10,0,10,15,0,0,0,0,1
1860,江苏省,24.36,13,14,0,0,0,3,8,0,1,0,0,1
1861,广东省,39.69,4,4,0,0,0,2,1,0,0,0,0,1
1862,安徽省,37.37,7,7,1,0,1,1,3,0,0,0,0,1
1863,湖南省,61.37,3,4,0,1,0,0,2,0,0,1,0,1
1864,山东省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1865,北京,63.43,9,22,0,0,0,6,15,0,0,1,0,1
1866,黑龙江省,38.85,8,9,0,1,0,3,5,0,0,0,0,1
1867,安徽省,6.29,1,1,0,0,0,1,0,0,0,0,0,1
1868,辽宁省,27.37,6,6,0,0,0,3,2,1,0,0,0,1
1869,海南省,44.98,7,7,0,0,0,2,3,0,1,1,0,1
187,四川省,19.5,1,5,0,0,0,0,5,0,0,0,0,1
1870,浙江省,121.68,2,72,0,36,0,0,36,0,0,0,0,1
1871,山西省,20.99,4,8,2,0,0,0,5,0,0,0,0,1
1872,四川省,37.4,3,6,0,0,0,3,3,0,0,0,0,1
1873,江西省,384.8,49,152,0,2,0,32,109,0,0,5,0,5
1874,广东省,263.68,19,134,18,0,0,38,74,0,2,0,0,6
1875,福建省,44.72,10,10,0,0,0,1,3,1,1,1,0,1
1876,江苏省,46.5,2,5,0,0,0,2,3,0,0,0,0,2
1877,云南省,487.51,38,98,0,3,0,25,70,0,0,0,0,1
1878,江苏省,19.5,1,5,0,0,0,5,0,0,0,0,0,1
1879,云南省,14.45,4,5,0,0,0,5,0,0,0,0,0,1
188,广东省,71.52,5,16,0,0,0,2,14,0,0,0,0,1
1880,黑龙江省,117.51,8,40,10,0,0,6,24,0,0,0,0,1
1881,广西壮族自治区,10.9,1,1,0,0,0,0,1,0,0,0,0,1
1882,湖南省,19.97,2,3,0,3,0,0,0,0,0,0,0,1
1883,山东省,28.04,5,10,0,0,0,0,0,0,10,0,0,1
1884,辽宁省,49.66,5,11,4,0,0,2,5,0,0,0,0,2
1885,辽宁省,16.8,1,2,0,0,0,0,2,0,0,0,0,1
1886,北京,58.64,13,15,3,0,2,3,6,0,0,0,0,1
1887,安徽省,59.27,14,17,0,0,2,6,8,0,0,0,0,2
1888,河南省,48.73,4,4,0,0,0,1,3,0,0,0,0,1
1889,黑龙江省,57.48,8,31,0,3,0,4,24,0,0,0,0,1
189,重庆,13.95,1,5,0,0,0,5,0,0,0,0,0,1
1890,安徽省,12.18,1,2,0,0,0,0,0,0,2,0,0,1
1891,山西省,58.29,11,16,0,0,0,5,9,0,1,0,0,1
1892,江苏省,56.03,9,11,0,0,0,0,0,0,0,0,0,1
1893,河南省,245.79,8,68,5,0,0,27,36,0,0,0,0,1
1894,浙江省,67.05,1,45,0,0,0,0,45,0,0,0,0,1
1895,上海,11.27,3,3,0,0,0,0,0,0,0,0,0,1
1896,山东省,60.74,13,16,4,0,0,3,5,0,0,0,0,1
1897,湖北省,59.4,1,6,0,0,0,0,6,0,0,0,0,1
1898,山东省,60.18,5,6,0,0,0,0,5,0,0,0,0,1
1899,福建省,121.88,13,44,0,4,0,13,24,0,0,0,0,2
19,山东省,18.52,1,8,0,0,0,8,0,0,0,0,0,1
190,广东省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1900,福建省,58.5,1,15,0,0,0,0,15,0,0,0,0,1
1901,江西省,76.51,1,45,0,0,0,0,45,0,0,0,0,1
1902,广东省,75,17,49,0,0,0,20,18,0,0,0,0,1
1903,广西壮族自治区,377.78,32,135,0,30,0,12,92,1,0,0,0,2
1904,浙江省,148.11,23,23,1,0,0,8,12,0,0,1,0,1
1905,湖南省,12.58,1,2,0,0,0,0,2,0,0,0,0,1
1906,贵州省,29.5,1,5,0,0,0,0,5,0,0,0,0,1
1907,河南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1908,广东省,55.09,7,7,1,0,0,1,4,0,0,1,0,1
1909,陕西省,32.73,5,19,0,0,0,0,19,0,0,0,0,1
191,广东省,49.6,2,4,0,0,0,0,4,0,0,0,0,2
1910,湖南省,260.89,3,38,0,0,0,0,38,0,0,0,0,2
1911,江西省,11.9,2,2,1,0,0,0,1,0,0,0,0,1
1912,福建省,265.7,26,137,0,12,14,38,69,0,4,0,0,2
1913,安徽省,315.08,8,85,0,10,0,2,73,0,0,0,0,4
1914,广西壮族自治区,33.87,10,10,2,0,0,2,5,0,0,1,0,1
1915,四川省,23.53,1,1,0,0,0,0,1,0,0,0,0,1
1916,江西省,30.25,7,7,0,0,0,4,3,0,0,0,0,1
1917,福建省,60.73,13,14,0,0,0,6,3,0,0,0,0,1
1918,河北省,59.8,1,2,0,0,0,0,2,0,0,0,0,1
1919,广西壮族自治区,56.6,3,40,0,0,0,10,30,0,0,0,0,3
192,云南省,72.2,7,7,0,3,0,4,0,0,0,0,0,1
1920,黑龙江省,43.14,10,10,0,0,0,6,4,0,0,0,0,1
1921,浙江省,68.78,8,26,0,0,0,9,9,0,8,0,0,1
1922,安徽省,18.33,4,7,0,0,0,2,1,0,2,0,0,1
1923,浙江省,66.7,3,3,0,0,0,0,0,0,0,0,0,1
1924,江西省,565,8,340,0,0,0,150,30,0,0,0,0,2
1925,安徽省,44.9,1,1,0,0,0,0,1,0,0,0,0,1
1926,北京,108.59,20,34,5,0,0,9,18,0,0,1,0,1
1927,黑龙江省,153.56,10,47,0,10,0,7,30,0,0,0,0,1
1928,广东省,58.7,3,5,2,0,0,0,3,0,0,0,0,1
1929,黑龙江省,100,3,40,0,0,0,40,0,0,0,0,0,1
193,贵州省,595.3,12,115,0,10,0,20,85,0,0,0,0,1
1930,湖南省,10.9,1,1,0,0,0,0,1,0,0,0,0,1
1931,陕西省,69.21,2,2,0,2,0,0,0,0,0,0,0,2
1932,浙江省,55.05,7,27,0,12,5,2,8,0,0,0,0,1
1933,海南省,40.8,1,20,0,0,0,0,0,0,0,0,0,1
1934,广东省,78.34,5,13,0,0,0,7,6,0,0,0,0,1
1935,河北省,40.8,1,20,0,0,0,0,20,0,0,0,0,1
1936,浙江省,62.04,9,11,0,1,0,5,2,0,0,0,0,1
1937,黑龙江省,54.65,14,14,0,0,0,10,3,0,0,0,0,1
1938,浙江省,207.8,6,28,0,0,0,0,28,0,0,0,0,1
1939,辽宁省,103.85,5,55,0,0,0,35,20,0,0,0,0,1
194,浙江省,55.66,20,20,0,1,0,7,8,0,0,0,0,1
1940,北京,56,2,100,0,0,0,0,100,0,0,0,0,1
1941,江苏省,56.84,1,20,0,0,0,0,20,0,0,0,0,1
1942,四川省,375.12,48,147,0,1,0,25,69,0,0,0,0,4
1943,重庆,55.69,15,25,0,0,0,4,13,0,0,0,0,1
1944,广西壮族自治区,12.65,1,2,0,0,0,2,0,0,0,0,0,1
1945,福建省,14.71,1,1,0,0,0,1,0,0,0,0,0,1
1946,福建省,17,1,12,12,0,0,0,0,0,0,0,0,1
1947,上海,59,1,10,0,0,0,0,10,0,0,0,0,1
1948,浙江省,61.2,13,47,0,1,0,4,36,0,0,0,0,1
1949,河南省,58.8,1,12,0,0,0,12,0,0,0,0,0,1
195,北京,29.58,5,13,0,0,0,1,12,0,0,0,0,1
1950,山东省,17.58,3,3,0,0,1,2,0,0,0,0,0,1
1951,北京,100.22,10,53,0,0,0,7,43,0,0,0,0,1
1952,安徽省,99.52,5,14,0,0,0,0,14,0,0,0,0,2
1953,福建省,36.2,9,12,0,0,0,1,8,1,2,0,0,1
1954,江苏省,58.69,15,16,3,0,0,2,8,0,1,1,0,1
1955,云南省,65.38,9,33,0,0,0,0,30,0,3,0,0,1
1956,广东省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1957,安徽省,58.69,19,20,0,0,0,8,6,0,0,0,0,1
1958,江西省,63.5,7,11,6,0,0,2,3,0,0,0,0,1
1959,广东省,25.47,8,8,0,0,0,2,3,1,0,0,0,1
196,广西壮族自治区,39.5,1,5,0,0,0,5,0,0,0,0,0,1
1960,云南省,57.12,16,37,24,0,1,3,3,1,0,1,0,1
1961,江西省,52.32,11,11,0,0,0,4,3,0,1,0,0,1
1962,浙江省,62.55,11,11,0,0,0,11,0,0,0,0,0,2
1963,浙江省,23.24,7,7,0,0,0,1,2,0,1,0,0,1
1964,江苏省,40.7,2,3,0,1,0,2,0,0,0,0,0,1
1965,四川省,15.6,1,4,0,0,0,0,4,0,0,0,0,1
1966,安徽省,22.67,5,5,0,1,0,1,1,1,1,0,0,1
1967,福建省,63.72,8,14,0,2,0,0,11,0,0,1,0,1
1968,山东省,11.76,4,4,0,0,0,0,4,0,0,0,0,1
1969,云南省,23.4,2,10,0,0,0,0,10,0,0,0,0,1
197,重庆,133.9,4,50,30,0,0,20,0,0,0,0,0,4
1970,黑龙江省,56.37,8,8,0,0,0,0,8,0,0,0,0,1
1971,浙江省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1972,辽宁省,29.6,2,4,0,0,0,0,4,0,0,0,0,3
1973,浙江省,21.79,3,3,0,0,1,2,0,0,0,0,0,1
1974,河南省,39.48,10,12,0,0,0,1,8,0,0,0,0,1
1975,山东省,14.71,1,1,0,0,0,0,1,0,0,0,0,1
1976,云南省,18.8,1,2,0,0,0,0,2,0,0,0,0,1
1977,河南省,151.77,23,53,0,0,0,10,42,0,0,1,0,5
1978,福建省,84.12,2,51,0,0,0,0,51,0,0,0,0,1
1979,江苏省,57.38,4,8,0,0,0,4,4,0,0,0,0,1
198,上海,353.01,22,194,0,0,0,10,184,0,0,0,0,2
1980,河南省,21.42,9,9,0,0,0,2,1,0,0,1,0,1
1981,江苏省,90.16,4,44,0,20,0,0,24,0,0,0,0,1
1982,安徽省,163,22,78,10,3,0,27,33,0,0,0,0,2
1983,浙江省,8.9,1,1,0,0,0,0,1,0,0,0,0,1
1984,河北省,34.41,4,8,5,0,0,0,2,0,0,0,0,1
1985,吉林省,163.68,19,38,0,0,3,5,14,0,0,0,0,1
1986,吉林省,23.9,1,1,0,0,0,0,1,0,0,0,0,1
1987,山东省,78,1,20,0,0,0,0,20,0,0,0,0,1
1988,上海,48.61,14,119,100,1,0,2,16,0,0,0,0,1
1989,江苏省,143.8,5,60,0,0,0,54,6,0,0,0,0,1
199,福建省,72.53,6,16,0,0,0,4,12,0,0,0,0,1
1990,上海,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1991,湖南省,24.5,1,5,0,0,0,0,5,0,0,0,0,1
1992,浙江省,26.88,5,5,0,0,0,0,4,0,0,0,0,2
1993,辽宁省,28.04,4,4,0,1,0,1,2,0,0,0,0,1
1994,广东省,154.94,8,95,0,0,0,20,75,0,0,0,0,1
1995,山东省,21.79,12,21,7,0,0,0,10,0,0,0,0,1
1996,重庆,17.45,3,3,0,0,0,2,1,0,0,0,0,1
1997,江西省,370,19,152,0,0,0,20,127,0,0,0,0,1
1998,安徽省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1999,北京,8.82,1,1,0,0,0,1,0,0,0,0,0,1
2,吉林省,58.5,2,15,0,0,0,0,15,0,0,0,0,1
20,浙江省,23.35,4,8,5,0,0,0,3,0,0,0,0,1
200,福建省,12.65,2,2,0,0,0,0,2,0,0,0,0,1
2000,浙江省,21.37,4,4,0,0,0,2,2,0,0,0,0,1
2001,云南省,58.34,21,22,0,0,1,7,11,0,1,1,0,1
2002,辽宁省,59.04,1,16,0,0,0,16,0,0,0,0,0,1
2003,河北省,24.7,3,3,0,0,0,2,1,0,0,0,0,1
2004,湖北省,12.8,1,2,0,0,0,0,2,0,0,0,0,1
2005,江苏省,84.71,13,13,0,0,1,3,9,0,0,0,0,1
2006,河北省,34.9,1,1,0,0,0,0,1,0,0,0,0,1
2007,浙江省,23.58,4,6,0,0,0,4,1,0,0,0,0,1
2008,河北省,35,1,30,30,0,0,0,0,0,0,0,0,1
2009,江西省,46.88,15,15,1,1,0,3,7,0,1,0,0,1
201,辽宁省,65.8,1,20,0,0,0,0,20,0,0,0,0,1
2010,河北省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2011,浙江省,34.88,1,12,0,12,0,0,0,0,0,0,0,1
2012,安徽省,28.92,1,8,0,0,0,0,8,0,0,0,0,1
2013,陕西省,57.89,1,33,0,0,0,0,33,0,0,0,0,1
2014,河北省,241.03,17,23,0,0,0,3,17,0,1,0,0,3
2015,河北省,37.14,9,9,0,0,0,3,4,0,0,0,0,1
2016,广东省,460,5,320,0,0,0,150,170,0,0,0,0,1
2017,辽宁省,12.49,2,2,0,0,0,0,2,0,0,0,0,1
2018,福建省,157.45,8,27,0,4,0,9,14,0,0,0,0,1
2019,上海,131.95,20,30,0,0,3,9,5,0,0,0,0,1
202,安徽省,27.48,6,6,0,1,0,0,2,0,0,1,0,1
2020,辽宁省,83.18,16,19,0,3,0,6,10,0,0,0,0,1
2021,湖北省,110,2,65,0,0,0,0,35,0,0,0,0,1
2022,河北省,47.97,2,13,0,0,0,0,13,0,0,0,0,2
2023,河南省,41.62,14,24,0,0,0,6,16,0,0,0,0,1
2024,山东省,195,13,87,0,0,0,35,32,0,0,0,0,1
2025,广西壮族自治区,20.59,1,1,0,0,0,0,1,0,0,0,0,1
2026,浙江省,58.4,12,14,0,2,1,3,6,0,0,0,0,1
2027,广东省,185.42,9,54,0,0,0,16,22,0,4,0,0,2
2028,湖南省,9.99,1,1,0,1,0,0,0,0,0,0,0,1
2029,湖南省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
203,云南省,68.28,18,37,0,0,0,6,28,0,0,0,0,1
2030,福建省,14.98,1,2,0,2,0,0,0,0,0,0,0,1
2031,山东省,107.34,6,13,8,2,0,0,2,0,0,0,0,1
2032,黑龙江省,41.72,9,11,0,0,0,0,10,0,0,0,0,1
2033,上海,58.55,11,11,0,1,0,2,4,0,1,1,0,1
2034,河南省,54.56,6,11,0,0,0,4,4,0,2,0,0,1
2035,新疆维吾尔自治区,44.9,1,10,0,0,0,0,10,0,0,0,0,1
2036,天津,1160,72,493,0,0,0,178,285,0,0,0,0,2
2037,浙江省,133.72,8,54,18,0,0,6,28,0,0,0,0,1
2038,江苏省,89.38,9,34,0,3,0,6,21,0,0,0,0,1
2039,山东省,64.06,18,18,0,2,0,2,13,0,0,0,0,1
204,陕西省,61.14,6,12,0,0,2,2,8,0,0,0,0,1
2040,山东省,249.08,33,68,0,0,2,20,30,0,4,0,0,1
2041,云南省,66.05,12,12,1,0,0,5,6,0,0,0,0,1
2042,安徽省,8.58,1,2,0,0,0,0,2,0,0,0,0,1
2043,江苏省,58,12,14,0,0,1,1,10,0,2,0,0,1
2044,福建省,14.79,1,1,0,0,0,0,1,0,0,0,0,1
2045,辽宁省,55.35,9,14,0,0,4,1,9,0,0,0,0,1
2046,上海,92.29,11,53,0,0,0,2,51,0,0,0,0,1
2047,安徽省,7.9,1,1,0,0,0,1,0,0,0,0,0,1
2048,广东省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2049,浙江省,55.7,2,30,0,0,0,0,30,0,0,0,0,1
205,湖北省,46.91,5,40,0,10,0,5,25,0,0,0,0,1
